12.846772, -0.091329, 0.02783, -0.185799, 8080.0, 8093.0, 5565.0, -52.0, 7971.0, 5263.0, 5105.0, -58226.0, 16.0, 9.0, 13.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
12.886415, 0.009887, 0.001295, -0.181842, 8080.0, 8093.0, 5565.0, -52.0, 7971.0, 5263.0, 5105.0, -58226.0, 16.0, 9.0, 13.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
12.92215, 0.035739, 0.043869, -0.142471, 8080.0, 8093.0, 5565.0, -52.0, 7971.0, 5263.0, 5105.0, -58226.0, 16.0, 9.0, 13.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
12.95769, 0.108786, 0.030965, -0.336635, 8083.0, 8097.0, 5558.0, -65.0, 7968.0, 5257.0, 5100.0, -70118.0, 16.0, 6.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
12.993268, -0.015148, 0.015542, -0.262898, 8083.0, 8097.0, 5558.0, -65.0, 7968.0, 5257.0, 5100.0, -70118.0, 16.0, 6.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
13.029026, -0.03919, -0.056462, 0.048992, 8083.0, 8097.0, 5558.0, -65.0, 7968.0, 5257.0, 5100.0, -70118.0, 16.0, 6.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
13.064564, -0.065284, 0.014037, -0.187019, 8088.0, 8098.0, 5568.0, -58.0, 7980.0, 5253.0, 5102.0, -57540.0, 18.0, 9.0, 12.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
13.100178, -0.063523, -0.012942, -0.304503, 8088.0, 8098.0, 5568.0, -58.0, 7980.0, 5253.0, 5102.0, -57540.0, 18.0, 9.0, 12.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
13.135754, 0.009691, 0.02793, 0.057305, 8088.0, 8098.0, 5568.0, -58.0, 7980.0, 5253.0, 5102.0, -57540.0, 18.0, 9.0, 12.0, 12.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
13.171314, -0.015508, 0.017394, -0.656374, 8092.0, 8100.0, 5562.0, -47.0, 7975.0, 5245.0, 5105.0, -69434.0, 16.0, 10.0, 12.0, 13.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
