3791.347412, -34.21299, 14.668373, -56.915867, 8086.0, 8104.0, 5552.0, -68.0, 7975.0, 5251.0, 5113.0, -70219.0, 16.0, 8.0, 12.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.383057, -34.235523, 14.766157, -56.635525, 8086.0, 8104.0, 5552.0, -68.0, 7975.0, 5251.0, 5113.0, -70219.0, 16.0, 8.0, 12.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.418945, -34.237545, 14.712201, -57.19157, 8086.0, 8104.0, 5552.0, -68.0, 7975.0, 5251.0, 5113.0, -70219.0, 16.0, 8.0, 12.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.454346, -34.085823, 14.769555, -56.908283, 8077.0, 8090.0, 5544.0, -78.0, 7964.0, 5250.0, 5102.0, -69510.0, 17.0, 7.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.48999, -34.11314, 14.783478, -57.028416, 8077.0, 8090.0, 5544.0, -78.0, 7964.0, 5250.0, 5102.0, -69510.0, 17.0, 7.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.525635, -34.238251, 14.711355, -56.991428, 8077.0, 8090.0, 5544.0, -78.0, 7964.0, 5250.0, 5102.0, -69510.0, 17.0, 7.0, 13.0, 14.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.561279, -34.186024, 14.656128, -57.071671, 8085.0, 8096.0, 5550.0, -67.0, 7960.0, 5254.0, 5101.0, -69011.0, 18.0, 7.0, 11.0, 11.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.59668, -34.186726, 14.711267, -56.955059, 8085.0, 8096.0, 5550.0, -67.0, 7960.0, 5254.0, 5101.0, -69011.0, 18.0, 7.0, 11.0, 11.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.632324, -34.26239, 14.668351, -56.998165, 8085.0, 8096.0, 5550.0, -67.0, 7960.0, 5254.0, 5101.0, -69011.0, 18.0, 7.0, 11.0, 11.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3791.667969, -34.162296, 14.725803, -56.993244, 8086.0, 8086.0, 5543.0, -73.0, 7973.0, 5253.0, 5102.0, -57266.0, 17.0, 9.0, 13.0, 13.0, 0.0, 28.3070824265062, 2.17463618424615, 0.0, 2.35619449019234, 3.14159265358979, 0.0, -0.535595278564188, 0, 0
3792.116699, -34.263935, 14.668772, -57.073517, 8090.0, 8089.0, 5545.0, -68.0, 7967.0, 5247.0, 5102.0, -69803.0, 17.0, 7.0, 13.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0
